Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_018.jpg;-2.980707;1;0;3.555703;92.07849;80.73878;0.4778849;197.5068;359.3167
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_085.jpg;-5.96578;1;0;3.593488;91.86967;80.67629;0.577803;196.9044;359.3522
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_151.jpg;-8.958997;1;0;3.642358;91.65817;80.61733;0.6467559;195.891;359.3676
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_218.jpg;-11.96531;1;0;3.677754;91.3727;80.54735;0.625017;193.8251;359.345
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_287.jpg;-14.97046;1;0;3.712424;91.1557;80.50397;0.5284047;191.7784;359.2404
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_353.jpg;-15;1;0;3.754791;90.93709;80.46857;0.3401507;189.472;359.0889
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_418.jpg;-15;1;0;3.787136;90.64285;80.43434;359.9856;186.3616;358.8005
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_484.jpg;-11.92479;1;0;3.817331;90.41652;80.41381;359.9026;184.4356;358.7237
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_552.jpg;-9.008975;1;0;3.847113;90.18482;80.39802;0.02363886;182.9492;358.7542
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_618.jpg;-5.981373;1;0;3.886785;89.87334;80.38462;0.06266946;181.1983;358.9555
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_685.jpg;-3.006288;1;0;3.93025;89.63671;80.38167;0.08217054;180.3231;359.0349
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_751.jpg;-0.004338026;1;0;3.979673;89.39693;80.38106;0.1467262;179.8874;359.0898
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_818.jpg;0;1;0;4.01598;89.07262;80.38104;0.2952033;179.7294;359.1867
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_886.jpg;0;1;0;4.051918;88.82639;80.38127;0.4311575;179.7115;359.2918
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_42_952.jpg;0;1;0;4.100468;88.57751;80.38174;0.5924253;179.7176;359.4119
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_023.jpg;3.257457;1;0;4.13704;88.24157;80.38038;0.8462583;180.0083;359.6252
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_085.jpg;6.065547;1;0;4.172089;87.98673;80.37545;1.06228;180.6544;359.8561
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_151.jpg;8.953964;1;0;4.217505;87.73012;80.36679;1.27067;181.6581;0.09448425
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_218.jpg;11.94291;1;0;4.248069;87.38928;80.34866;1.335908;183.6398;0.3323493
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_286.jpg;14.99224;1;0;4.273647;87.13679;80.32683;1.149497;185.7057;0.4819301
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_351.jpg;15;1;0;4.302848;86.88737;80.29587;0.7784207;188.0576;0.6604412
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_418.jpg;15;1;0;4.343708;86.55637;80.23699;0.1656783;191.3337;1.057875
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_485.jpg;15;1;0;4.377036;86.30634;80.18143;359.8234;193.4915;1.405593
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_551.jpg;11.99949;1;0;4.390871;86.05136;80.12157;359.7822;195.2863;1.47037
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_617.jpg;-1.507412;1;0;4.399683;85.70527;80.03672;0.006599724;196.4448;1.185808
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_684.jpg;-4.483302;1;0;4.459834;85.44197;79.96751;0.2231365;196.6483;0.8571654
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_751.jpg;-7.485294;1;0;4.508773;85.17696;79.89539;0.4495132;196.1272;0.5769807
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_818.jpg;-10.47726;1;0;4.540847;84.81847;79.80408;0.7960432;194.5816;0.1103211
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_884.jpg;-13.49262;1;0;4.570939;84.54652;79.74258;1.023225;192.9122;359.6822
/home/amin/Dropbox/Other/OnlineCourses/Robotics/Project1/IMG/robocam_2017_08_20_16_38_43_951.jpg;-15;1;0;4.606501;84.27441;79.68758;1.111642;190.8499;359.2804
